0.00	110.37
5.01	182.04
10.01	205.62
15.02	212.42
20.02	216.05
25.03	216.19
30.03	215.70
35.03	217.22
40.04	219.25
45.04	219.67
50.05	221.02
55.05	220.81
60.06	224.30
65.08	196.92
70.08	210.21
75.09	214.73
80.09	214.57
85.09	216.77
90.09	219.38
95.10	220.53
100.11	221.96
105.11	221.80
110.12	223.74
115.12	225.05
120.12	227.02
125.14	197.63
130.15	203.59
135.15	213.05
140.16	217.06
145.16	217.85
